AreaCode,AreaName,AreaType
S19001314,Baile a'Mhanaich (Balivanich),Locality
S19001312,Ayr,Locality
S19001316,Balintore,Locality
S19001315,Balfron,Locality
S19001309,Aviemore,Locality
S19001308,Auldearn,Locality
S19001311,Avonbridge,Locality
S19001310,Avoch,Locality
S19001322,Balmedie,Locality
S19001323,Balmullo,Locality
S19001321,Balloch and Haldane,Locality
S19001325,Banchory,Locality
S19001324,Banavie and Corpach,Locality
S19001318,Ballater,Locality
S19001317,Ballachulish,Locality
S19001320,Balloch,Locality
S19001319,"Ballingry, Lochore and Crosshill",Locality
S19001516,Falkland,Locality
S19001517,Fallin,Locality
S19001515,Falkirk,Locality
S19001519,Fenwick,Locality
S19001518,Fauldhouse,Locality
S19001511,Evanton,Locality
S19001512,Eyemouth,Locality
S19001510,Erskine,Locality
S19001514,Fairlie,Locality
S19001513,Faifley,Locality
S19001525,Forfar,Locality
S19001526,Forgandenny,Locality
S19001524,Fochabers,Locality
S19001528,Fort Augustus,Locality
S19001527,Forres,Locality
S19001521,Findhorn,Locality
S19001520,Ferryden and Inchbraoch,Locality
S19001523,Finstown,Locality
S19001522,Findochty,Locality
S19001497,East Wemyss,Locality
S19001498,East Whitburn,Locality
S19001496,East Linton,Locality
S19001500,Eastriggs,Locality
S19001499,Eastfield,Locality
S19001493,Earlston,Locality
S19001492,Eaglesham,Locality
S19001495,East Kilbride,Locality
S19001494,East Calder,Locality
S19001506,Elie and Earlsferry,Locality
S19001507,Ellon,Locality
S19001505,Elgin,Locality
S19001509,Errol,Locality
S19001508,Elphinstone,Locality
S19001502,Edinburgh,Locality
S19001501,Ecclefechan,Locality
S19001504,Elderslie,Locality
S19001503,Edzell,Locality
S19001553,Glenluce,Locality
S19001554,Glenmavis,Locality
S19001552,Glenfarg,Locality
S19001556,Glenrothes,Locality
S19001555,Glenochil Village,Locality
S19001548,Girvan,Locality
S19001549,Glasgow,Locality
S19001547,Gifford,Locality
S19001551,Glenboig,Locality
S19001550,Glassford,Locality
S19001562,Grangemouth,Locality
S19001563,Grantown-on-Spey,Locality
S19001561,Gowkthrapple,Locality
S19001565,Greenhill,Locality
S19001564,Greengairs,Locality
S19001558,Gorebridge,Locality
S19001557,Golspie,Locality
S19001560,Gourock,Locality
S19001559,Gourdon,Locality
S19001534,Friockheim,Locality
S19001535,Gairloch,Locality
S19001533,Freuchie,Locality
S19001537,Galston,Locality
S19001536,Galashiels,Locality
S19001530,Forth,Locality
S19001529,Fort William,Locality
S19001532,Fraserburgh,Locality
S19001531,Fortrose,Locality
S19001543,Gartloch,Locality
S19001544,Gatehouse of Fleet,Locality
S19001542,Gartcosh,Locality
S19001546,Giffnock,Locality
S19001545,Gauldry,Locality
S19001539,Garelochhead,Locality
S19001538,Gardenstown,Locality
S19001541,Garmouth,Locality
S19001540,Gargunnock,Locality
S19001443,Culloden,Locality
S19001444,Cumbernauld,Locality
S19001442,Cullen,Locality
S19001446,Cumnock,Locality
S19001445,Cuminestown,Locality
S19001438,Crosshill,Locality
S19001439,Crosshouse,Locality
S19001437,Crossgates,Locality
S19001441,Cruden Bay,Locality
S19001440,Croy,Locality
S19001452,Dalmellington,Locality
S19001453,Dalry,Locality
S19001451,Dalkeith,Locality
S19001455,Danderhall,Locality
S19001454,Dalrymple,Locality
S19001448,Dailly,Locality
S19001447,Cupar,Locality
S19001450,Dalgety Bay,Locality
S19001449,Dalbeattie,Locality
S19001424,Coupar Angus,Locality
S19001425,Cove Bay,Locality
S19001423,Conon Bridge,Locality
S19001427,Cowie,Locality
S19001426,Cowdenbeath and Lumphinnans,Locality
S19001420,Coldstream,Locality
S19001419,Coldingham,Locality
S19001422,Comrie (Perth and Kinross),Locality
S19001421,Comrie (Fife),Locality
S19001433,Cromarty,Locality
S19001434,Crook of Devon,Locality
S19001432,Crimond,Locality
S19001436,Crossford (South Lanarkshire),Locality
S19001435,Crossford (Fife),Locality
S19001429,Crail,Locality
S19001428,Coylton,Locality
S19001431,Crieff,Locality
S19001430,Creetown,Locality
S19001479,Dunblane,Locality
S19001480,Dundee,Locality
S19001478,Dunbeg,Locality
S19001482,Dunfermline,Locality
S19001481,Dundonald,Locality
S19001475,Dumbarton,Locality
S19001474,Dullatur,Locality
S19001477,Dunbar,Locality
S19001476,Dumfries,Locality
S19001488,Duns,Locality
S19001489,Duntocher and Hardgate,Locality
S19001487,Dunoon,Locality
S19001491,Eaglesfield,Locality
S19001490,Dyce,Locality
S19001484,Dunkeld and Birnam,Locality
S19001483,Dunipace,Locality
S19001486,Dunning,Locality
S19001485,Dunlop,Locality
S19001461,Dennyloanhead,Locality
S19001462,Dingwall,Locality
S19001460,Denny,Locality
S19001464,Dollar,Locality
S19001463,Dirleton,Locality
S19001457,Darvel,Locality
S19001456,Darnick,Locality
S19001459,Denholm,Locality
S19001458,Dechmont,Locality
S19001470,Drumnadrochit,Locality
S19001471,Drumoak,Locality
S19001469,Drongan,Locality
S19001473,Dufftown,Locality
S19001472,Drymen,Locality
S19001466,Douglas,Locality
S19001465,Dornoch,Locality
S19001468,Dreghorn,Locality
S19001467,Doune,Locality
S19001908,Wemyss Bay,Locality
S19001907,Wellbank,Locality
S19001909,West Barns,Locality
S19001905,Waterfoot,Locality
S19001906,Wattston,Locality
S19001912,West Linton,Locality
S19001913,Westhill (Aberdeenshire),Locality
S19001910,West Calder,Locality
S19001911,West Kilbride,Locality
S19001899,Ullapool,Locality
S19001898,Uddingston,Locality
S19001900,Uplawmoor,Locality
S19001896,Twechar,Locality
S19001897,Tweedbank,Locality
S19001903,Wallacestone,Locality
S19001904,Wallyford,Locality
S19001901,Viewpark,Locality
S19001902,Walkerburn,Locality
S19001926,Wishaw,Locality
S19001925,Windygates,Locality
S19001927,Yetholm,Locality
S19001923,Wigtown,Locality
S19001924,Winchburgh,Locality
S19000002,Whiting Bay,Locality
S19000003,Lamlash,Locality
S19000005,Springside,Locality
S19000004,Brodick,Locality
S19001917,Whitecraig,Locality
S19001916,Whitburn,Locality
S19001918,Whitecross,Locality
S19001914,Westhill (Highland),Locality
S19001915,Westquarter,Locality
S19001921,Whiting Bay,Locality
S19001922,Wick,Locality
S19001919,Whitehills,Locality
S19001920,Whithorn,Locality
S19001873,Tarbolton,Locality
S19001872,Tarbert,Locality
S19001874,Tarland,Locality
S19001870,Symington (South Lanarkshire),Locality
S19001871,Tain,Locality
S19001877,Thankerton,Locality
S19001878,Thornhill (Dumfries and Galloway),Locality
S19001875,Tarves,Locality
S19001876,Tayport,Locality
S19001864,Strathmiglo,Locality
S19001863,Strathkinness,Locality
S19001865,Strathpeffer,Locality
S19001861,Strathaven,Locality
S19001862,Strathblane,Locality
S19001868,Stuartfield,Locality
S19001869,Symington (South Ayrshire),Locality
S19001866,Strichen,Locality
S19001867,Stromness,Locality
S19001890,Torryburn and Newmills,Locality
S19001889,Torrance,Locality
S19001891,Townhill,Locality
S19001887,Torphichen,Locality
S19001888,Torphins,Locality
S19001894,Tullibody,Locality
S19001895,Turriff,Locality
S19001892,Tranent,Locality
S19001893,Troon,Locality
S19001881,Thornton,Locality
S19001882,Thorntonhall,Locality
S19001880,Thornliebank,Locality
S19001879,Thornhill (Stirling),Locality
S19001886,Tobermory,Locality
S19001885,Tillicoultry,Locality
S19001883,Thurso,Locality
S19001884,Tighnabruaich,Locality
S20000477,Kirriemuir,Settlement
S20000479,Inverness,Settlement
S20000478,Aberdeen,Settlement
S20000475,Burrelton,Settlement
S20000474,Dundee,Settlement
S20000476,Alyth,Settlement
S20000484,Leuchars,Settlement
S20000483,Gauldry,Settlement
S20000486,Tayport,Settlement
S20000485,Newport-on-Tay and Wormit,Settlement
S20000481,Wick,Settlement
S20000480,Fochabers,Settlement
S20000482,Balmullo,Settlement
S20000466,Dumbarton,Settlement
S20000465,Cumbernauld,Settlement
S20000467,Bridgend,Settlement
S20000463,Edinburgh,Settlement
S20000462,Harthill,Settlement
S20000464,Chryston,Settlement
S20000472,Stirling,Settlement
S20000471,Cowdenbeath,Settlement
S20000473,Perth,Settlement
S20000469,Bonnybridge,Settlement
S20000468,Falkirk,Settlement
S20000470,Dunfermline,Settlement
S20000503,Aberchirder,Settlement
S20000502,North Queensferry,Settlement
S20000504,Aberdeen,Settlement
S20000500,Crossgates,Settlement
S20000499,Hallglen,Settlement
S20000501,Dalgety Bay,Settlement
S20000509,Aberlour,Settlement
S20000508,Aberlady,Settlement
S20000510,Abernethy,Settlement
S20000506,Aberfeldy,Settlement
S20000505,Aberdour,Settlement
S20000507,Aberfoyle,Settlement
S20000491,St Fergus,Settlement
S20000490,Liff,Settlement
S20000492,Buchlyvie,Settlement
S20000488,Dullatur,Settlement
S20000487,Croy,Settlement
S20000489,Cuminestown,Settlement
S20000497,Symington (South Lanarkshire),Settlement
S20000496,Braidwood,Settlement
S20000498,Thankerton,Settlement
S20000494,Tighnabruaich,Settlement
S20000493,Moniaive,Settlement
S20000495,Kingseat (Aberdeenshire),Settlement
S20000428,Kirkliston,Settlement
S20000427,Winchburgh,Settlement
S20000430,Longniddry,Settlement
S20000429,Linlithgow,Settlement
S20000425,Prestonpans,Settlement
S20000424,Macmerry,Settlement
S20000426,Haddington,Settlement
S20000435,West Barns,Settlement
S20000434,Dunbar,Settlement
S20000436,Aberlady,Settlement
S20000432,Queensferry,Settlement
S20000431,Cockenzie,Settlement
S20000433,East Linton,Settlement
S20000415,Danderhall,Settlement
S20000414,Gifford,Settlement
S20000417,Broxburn,Settlement
S20000416,Whitecraig,Settlement
S20000412,Pencaitland,Settlement
S20000411,Kirknewton,Settlement
S20000413,Ormiston,Settlement
S20000422,Ratho Station,Settlement
S20000421,Torphichen,Settlement
S20000423,Tranent,Settlement
S20000419,Ratho,Settlement
S20000418,Dechmont,Settlement
S20000420,Elphinstone,Settlement
S20000453,Dalry,Settlement
S20000452,Lanark,Settlement
S20000455,Beith,Settlement
S20000454,Waterfoot,Settlement
S20000450,Kilmaurs,Settlement
S20000449,Irvine,Settlement
S20000451,Fenwick,Settlement
S20000460,West Calder,Settlement
S20000459,Bilston,Settlement
S20000461,Dalkeith,Settlement
S20000457,Penicuik,Settlement
S20000456,Greater Glasgow,Settlement
S20000458,Gorebridge,Settlement
S20000441,Lochmaben,Settlement
S20000440,Gatehouse of Fleet,Settlement
S20000442,Patna,Settlement
S20000438,North Berwick,Settlement
S20000437,Gullane,Settlement
S20000439,Kirkcudbright,Settlement
S20000447,Galashiels,Settlement
S20000446,Kelso,Settlement
S20000448,Melrose,Settlement
S20000444,Catrine,Settlement
S20000443,Hawick,Settlement
S20000445,Maxwellheugh,Settlement
S20000578,Buchlyvie,Settlement
S20000577,Broxburn,Settlement
S20000580,Burghead,Settlement
S20000579,Buckie,Settlement
S20000575,Brookfield,Settlement
S20000574,Brodick,Settlement
S20000576,Brora,Settlement
S20000585,Caldercruix,Settlement
S20000584,Calderbank,Settlement
S20000586,California,Settlement
S20000582,Burrelton,Settlement
S20000581,Burntisland,Settlement
S20000583,Cairneyhill,Settlement
S20000565,Bonnybridge,Settlement
S20000564,Boddam,Settlement
S20000567,Braco,Settlement
S20000566,Bowmore,Settlement
S20000562,Blairhall,Settlement
S20000561,Blairgowrie,Settlement
S20000563,Bo'ness,Settlement
S20000572,Bridgend,Settlement
S20000571,Bridge of Weir,Settlement
S20000573,Broadford,Settlement
S20000569,Brechin,Settlement
S20000568,Brae,Settlement
S20000570,Bridge of Earn,Settlement
S20000603,Chapelton,Settlement
S20000602,Ceres,Settlement
S20000605,Chryston,Settlement
S20000604,Chirnside,Settlement
S20000600,Castletown,Settlement
S20000599,Castle Douglas,Settlement
S20000601,Catrine,Settlement
S20000610,Coatbridge and Airdrie,Settlement
S20000609,Coaltown of Wemyss,Settlement
S20000611,Cockenzie,Settlement
S20000607,Cleland,Settlement
S20000606,Clackmannan,Settlement
S20000608,Coalburn,Settlement
S20000591,Cardross,Settlement
S20000590,Cardrona,Settlement
S20000592,Cargenbridge,Settlement
S20000588,Campbeltown,Settlement
S20000587,Callander,Settlement
S20000589,Cardenden and Auchterderran,Settlement
S20000597,Carstairs,Settlement
S20000596,Carnwath,Settlement
S20000598,Carstairs Junction,Settlement
S20000594,Carmunnock,Settlement
S20000593,Carluke,Settlement
S20000595,Carnoustie,Settlement
S20000527,Armadale,Settlement
S20000526,Ardrossan,Settlement
S20000529,Auchinleck,Settlement
S20000528,Auchenblae,Settlement
S20000524,Ardersier,Settlement
S20000523,Arbroath,Settlement
S20000525,Ardrishaig,Settlement
S20000534,Aviemore,Settlement
S20000533,Auldearn,Settlement
S20000535,Avoch,Settlement
S20000531,Auchterarder,Settlement
S20000530,Auchinloch,Settlement
S20000532,Auchtermuchty,Settlement
S20000515,Alloa,Settlement
S20000514,Allanton,Settlement
S20000516,Almondbank,Settlement
S20000512,Airth,Settlement
S20000511,Aboyne,Settlement
S20000513,Alford,Settlement
S20000521,Annbank,Settlement
S20000520,Annan,Settlement
S20000522,Anstruther and Pittenweem,Settlement
S20000518,Alva,Settlement
S20000517,Alness,Settlement
S20000519,Alyth,Settlement
S20000552,Beith,Settlement
S20000551,Beauly,Settlement
S20000554,Biggar,Settlement
S20000553,Bellsbank,Settlement
S20000549,Bankfoot,Settlement
S20000548,Banff,Settlement
S20000550,Bathgate,Settlement
S20000559,Blackford,Settlement
S20000558,Blackburn (Aberdeenshire),Settlement
S20000560,Blackridge,Settlement
S20000556,Birkhill and Muirhead,Settlement
S20000555,Bilston,Settlement
S20000557,Bishopton,Settlement
S20000540,Balfron,Settlement
S20000539,Baile a'Mhanaich (Balivanich),Settlement
S20000541,Balintore,Settlement
S20000537,Ayr,Settlement
S20000536,Avonbridge,Settlement
S20000538,Ayton,Settlement
S20000546,Balmullo,Settlement
S20000545,Balmedie,Settlement
S20000547,Banchory,Settlement
S20000543,Ballater,Settlement
S20000542,Ballachulish,Settlement
S20000544,"Ballingry, Lochore and Crosshill",Settlement
S20000276,Portknockie,Settlement
S20000275,Duffus,Settlement
S20000278,Lossiemouth,Settlement
S20000277,Invergordon,Settlement
S20000273,Sandhaven,Settlement
S20000272,Rosehearty,Settlement
S20000274,Burghead,Settlement
S20000283,Dornoch,Settlement
S20000282,Tain,Settlement
S20000284,Ullapool,Settlement
S20000280,Balintore,Settlement
S20000279,Hopeman,Settlement
S20000281,Milton and Kildary,Settlement
S20000263,Fraserburgh,Settlement
S20000262,Banff,Settlement
S20000265,Cairnbulg and Inverallochy,Settlement
S20000264,Portsoy,Settlement
S20000260,Macduff,Settlement
S20000259,Buckie,Settlement
S20000261,Gardenstown,Settlement
S20000270,Alness,Settlement
S20000269,Findochty,Settlement
S20000271,Cromarty,Settlement
S20000267,Cullen,Settlement
S20000266,Whitehills,Settlement
S20000268,Evanton,Settlement
S20000301,Creetown,Settlement
S20000300,Glenluce,Settlement
S20000303,Dalbeattie,Settlement
S20000302,Stranraer,Settlement
S20000298,Portpatrick,Settlement
S20000297,Port William,Settlement
S20000299,Wigtown,Settlement
S20000308,Gretna,Settlement
S20000307,Eastriggs,Settlement
S20000309,Dumfries,Settlement
S20000305,Annan,Settlement
S20000304,Castle Douglas,Settlement
S20000306,Newton Stewart,Settlement
S20000289,Thurso,Settlement
S20000288,Halkirk,Settlement
S20000290,Castletown,Settlement
S20000286,Brora,Settlement
S20000285,Golspie,Settlement
S20000287,Steornabhagh (Stornoway),Settlement
S20000295,Brae,Settlement
S20000294,Lerwick,Settlement
S20000296,Whithorn,Settlement
S20000292,Kirkwall,Settlement
S20000291,Stromness,Settlement
S20000293,Scalloway,Settlement
S20000225,Kirkhill,Settlement
S20000224,Peterhead,Settlement
S20000227,Stuartfield,Settlement
S20000226,Beauly,Settlement
S20000222,Aberlour,Settlement
S20000221,Boddam,Settlement
S20000223,Portree,Settlement
S20000232,Longside,Settlement
S20000231,Mintlaw,Settlement
S20000233,Rothes,Settlement
S20000229,North Kessock,Settlement
S20000228,New Deer,Settlement
S20000230,Maud,Settlement
S20000212,Drumnadrochit,Settlement
S20000211,Pitmedden,Settlement
S20000214,Ellon,Settlement
S20000213,Insch,Settlement
S20000209,Kyle of Lochalsh,Settlement
S20000208,Grantown-on-Spey,Settlement
S20000210,Oldmeldrum,Settlement
S20000219,Dufftown,Settlement
S20000218,Hatton of Cruden,Settlement
S20000220,Huntly,Settlement
S20000216,Rothienorman,Settlement
S20000215,Tarves,Settlement
S20000217,Cruden Bay,Settlement
S20000250,Dingwall,Settlement
S20000249,Rosemarkie,Settlement
S20000252,Kinloss,Settlement
S20000251,Mosstodloch,Settlement
S20000247,Forres,Settlement
S20000246,Crimond,Settlement
S20000248,Strathpeffer,Settlement
S20000257,Garmouth,Settlement
S20000256,Findhorn,Settlement
S20000258,Portgordon,Settlement
S20000254,Lhanbryde,Settlement
S20000253,Elgin,Settlement
S20000255,St Combs,Settlement
S20000238,Avoch,Settlement
S20000237,Aberchirder,Settlement
S20000239,Conon Bridge and Maryburgh,Settlement
S20000235,Turriff,Settlement
S20000234,Muir of Ord,Settlement
S20000236,Keith,Settlement
S20000244,New Pitsligo,Settlement
S20000243,Strichen,Settlement
S20000245,Fortrose,Settlement
S20000241,Auldearn,Settlement
S20000240,Ardersier,Settlement
S20000242,Nairn,Settlement
S20000377,Carnwath,Settlement
S20000376,Crossford (South Lanarkshire),Settlement
S20000379,Greenlaw,Settlement
S20000378,Carstairs,Settlement
S20000374,Stewarton,Settlement
S20000373,Stonehouse,Settlement
S20000375,Stow,Settlement
S20000384,Chapelton,Settlement
S20000383,Carluke,Settlement
S20000385,Larkhall,Settlement
S20000381,Glassford,Settlement
S20000380,Netherburn,Settlement
S20000382,Lauder,Settlement
S20000364,Lesmahagow,Settlement
S20000363,Walkerburn,Settlement
S20000366,Cardrona,Settlement
S20000365,Peebles,Settlement
S20000361,Crosshouse,Settlement
S20000360,Biggar,Settlement
S20000362,Darvel,Settlement
S20000371,Strathaven,Settlement
S20000370,Kirkfieldbank,Settlement
S20000372,Carstairs Junction,Settlement
S20000368,Coldstream,Settlement
S20000367,Earlston,Settlement
S20000369,Kirkmuirhill and Blackwood,Settlement
S20000402,Pathhead,Settlement
S20000401,Whitburn,Settlement
S20000404,Eyemouth,Settlement
S20000403,Roslin,Settlement
S20000399,Rosewell,Settlement
S20000398,Longridge,Settlement
S20000400,Livingston,Settlement
S20000409,Coldingham,Settlement
S20000408,Seafield,Settlement
S20000410,Armadale,Settlement
S20000406,Blackridge,Settlement
S20000405,Loanhead,Settlement
S20000407,Bathgate,Settlement
S20000390,Law,Settlement
S20000389,West Linton,Settlement
S20000391,Hamilton,Settlement
S20000387,Quarter,Settlement
S20000386,Dunlop,Settlement
S20000388,East Kilbride,Settlement
S20000396,Ayton,Settlement
S20000395,Fauldhouse,Settlement
S20000397,Stoneyburn,Settlement
S20000393,Forth,Settlement
S20000392,Duns,Settlement
S20000394,Chirnside,Settlement
S20000326,Sanquhar,Settlement
S20000325,Maybole,Settlement
S20000328,New Cumnock,Settlement
S20000327,Kirkconnel,Settlement
S20000323,Dalmellington and Burnton,Settlement
S20000322,Crosshill,Settlement
S20000324,Maidens,Settlement
S20000333,Denholm,Settlement
S20000332,Cumnock,Settlement
S20000334,Coylton,Settlement
S20000330,Ayr,Settlement
S20000329,Dalrymple,Settlement
S20000331,Drongan,Settlement
S20000314,Lockerbie,Settlement
S20000313,Locharbriggs,Settlement
S20000315,Langholm,Settlement
S20000311,Eaglesfield,Settlement
S20000310,Ecclefechan,Settlement
S20000312,Cargenbridge,Settlement
S20000320,Bellsbank,Settlement
S20000319,Dailly,Settlement
S20000321,Moffat,Settlement
S20000317,Thornhill (Dumfries and Galloway),Settlement
S20000316,Newcastleton,Settlement
S20000318,Girvan,Settlement
S20000351,Symington (South Ayrshire),Settlement
S20000350,Loans,Settlement
S20000353,Coalburn,Settlement
S20000352,Newtown St Boswells,Settlement
S20000348,Troon,Settlement
S20000347,Douglas,Settlement
S20000349,St Boswells,Settlement
S20000358,Hurlford and Crookedholm,Settlement
S20000357,Galston,Settlement
S20000359,Innerleithen,Settlement
S20000355,Kilmarnock,Settlement
S20000354,Dundonald,Settlement
S20000356,Rigside,Settlement
S20000339,Annbank,Settlement
S20000338,Ochiltree,Settlement
S20000340,Mossblown,Settlement
S20000336,Jedburgh,Settlement
S20000335,Logan,Settlement
S20000337,Auchinleck,Settlement
S20000345,Selkirk,Settlement
S20000344,Monkton,Settlement
S20000346,Yetholm,Settlement
S20000342,Mauchline,Settlement
S20000341,Tarbolton,Settlement
S20000343,Muirkirk,Settlement
S20000883,Newtonhill,Settlement
S20000882,Newton Stewart,Settlement
S20000885,Newtown St Boswells,Settlement
S20000884,Newtonmore,Settlement
S20000880,Newmilns,Settlement
S20000879,Newmachar,Settlement
S20000881,Newport-on-Tay and Wormit,Settlement
S20000890,Oakley,Settlement
S20000889,North Queensferry,Settlement
S20000891,Oban,Settlement
S20000887,North Berwick,Settlement
S20000886,Newtyle,Settlement
S20000888,North Kessock,Settlement
S20000870,Neilston,Settlement
S20000869,Nairn,Settlement
S20000872,Nethy Bridge,Settlement
S20000871,Netherburn,Settlement
S20000867,Murthly,Settlement
S20000866,Muirkirk,Settlement
S20000868,Muthill,Settlement
S20000877,Newburgh (Fife),Settlement
S20000876,Newburgh (Aberdeenshire),Settlement
S20000878,Newcastleton,Settlement
S20000874,New Deer,Settlement
S20000873,New Cumnock,Settlement
S20000875,New Pitsligo,Settlement
S20000908,Port Bannatyne,Settlement
S20000907,Plean,Settlement
S20000910,Portgordon,Settlement
S20000909,Port Ellen,Settlement
S20000905,Pitmedden,Settlement
S20000904,Pitlochry,Settlement
S20000906,Plains,Settlement
S20000915,Portsoy,Settlement
S20000914,Portree,Settlement
S20000916,Potterton,Settlement
S20000912,Portlethen,Settlement
S20000911,Portknockie,Settlement
S20000913,Portpatrick,Settlement
S20000896,Pathhead,Settlement
S20000895,Overtown,Settlement
S20000897,Patna,Settlement
S20000893,Oldmeldrum,Settlement
S20000892,Ochiltree,Settlement
S20000894,Ormiston,Settlement
S20000902,Peterculter,Settlement
S20000901,Perth,Settlement
S20000903,Peterhead,Settlement
S20000899,Pencaitland,Settlement
S20000898,Peebles,Settlement
S20000900,Penicuik,Settlement
S20000832,Logan,Settlement
S20000831,Lockerbie,Settlement
S20000834,Longniddry,Settlement
S20000833,Longforgan,Settlement
S20000829,Lochmaben,Settlement
S20000828,Lochgilphead,Settlement
S20000830,Lochwinnoch,Settlement
S20000839,Lumphanan,Settlement
S20000838,Lower Largo and Lundin Links,Settlement
S20000840,Luncarty,Settlement
S20000836,Longside,Settlement
S20000835,Longridge,Settlement
S20000837,Lossiemouth,Settlement
S20000819,Leuchars,Settlement
S20000818,Letham,Settlement
S20000821,Liff,Settlement
S20000820,Lhanbryde,Settlement
S20000816,Lerwick,Settlement
S20000815,Lennoxtown,Settlement
S20000817,Lesmahagow,Settlement
S20000826,Loans,Settlement
S20000825,Loanhead,Settlement
S20000827,Locharbriggs,Settlement
S20000823,Linlithgow,Settlement
S20000822,Limekilns,Settlement
S20000824,Livingston,Settlement
S20000857,Moffat,Settlement
S20000856,Mintlaw,Settlement
S20000859,Montrose,Settlement
S20000858,Moniaive,Settlement
S20000854,Milton of Campsie,Settlement
S20000853,Milton and Kildary,Settlement
S20000855,Milton of Leys,Settlement
S20000864,Motherwell and Bellshill,Settlement
S20000863,Mosstodloch,Settlement
S20000865,Muir of Ord,Settlement
S20000861,Morningside,Settlement
S20000860,Moodiesburn,Settlement
S20000862,Mossblown,Settlement
S20000845,Maud,Settlement
S20000844,Mauchline,Settlement
S20000846,Maybole,Settlement
S20000842,Macmerry,Settlement
S20000841,Macduff,Settlement
S20000843,Mallaig,Settlement
S20000851,Millport,Settlement
S20000850,Methven,Settlement
S20000852,Milnathort,Settlement
S20000848,Menstrie,Settlement
S20000847,Melrose,Settlement
S20000849,"Methil, Leven and Buckhaven",Settlement
S20000984,Tighnabruaich,Settlement
S20000983,Thurso,Settlement
S20000986,Tobermory,Settlement
S20000985,Tillicoultry,Settlement
S20000981,Thornhill (Stirling),Settlement
S20000980,Thornhill (Dumfries and Galloway),Settlement
S20000982,Thorntonhall,Settlement
S20000991,Tranent,Settlement
S20000990,Townhill,Settlement
S20000992,Troon,Settlement
S20000988,Torphins,Settlement
S20000987,Torphichen,Settlement
S20000989,Torrance,Settlement
S20000971,Symington (South Ayrshire),Settlement
S20000970,Stuartfield,Settlement
S20000973,Tain,Settlement
S20000972,Symington (South Lanarkshire),Settlement
S20000968,Strichen,Settlement
S20000967,Strathpeffer,Settlement
S20000969,Stromness,Settlement
S20000978,Tayport,Settlement
S20000977,Tarves,Settlement
S20000979,Thankerton,Settlement
S20000975,Tarbolton,Settlement
S20000974,Tarbert,Settlement
S20000976,Tarland,Settlement
S20001009,Whitburn,Settlement
S20001008,Westhill (Aberdeenshire),Settlement
S20001011,Whitecross,Settlement
S20001010,Whitecraig,Settlement
S20001006,West Kilbride,Settlement
S20001005,West Calder,Settlement
S20001007,West Linton,Settlement
S20001016,Wigtown,Settlement
S20001015,Wick,Settlement
S20001017,Winchburgh,Settlement
S20001013,Whithorn,Settlement
S20001012,Whitehills,Settlement
S20001014,Whiting Bay,Settlement
S20000997,Uplawmoor,Settlement
S20000996,Ullapool,Settlement
S20000998,Vale of Leven,Settlement
S20000994,Turriff,Settlement
S20000993,Tullibody,Settlement
S20000995,Twechar,Settlement
S20001003,Wemyss Bay,Settlement
S20001002,Wellbank,Settlement
S20001004,West Barns,Settlement
S20001000,Waterfoot,Settlement
S20000999,Walkerburn,Settlement
S20001001,Wattston and Greengairs,Settlement
S20000933,Salsburgh,Settlement
S20000932,Saline,Settlement
S20000935,Sanquhar,Settlement
S20000934,Sandhaven,Settlement
S20000930,Rothesay,Settlement
S20000929,Rothes,Settlement
S20000931,Rothienorman,Settlement
S20000940,Shieldhill,Settlement
S20000939,Selkirk,Settlement
S20000941,"Shotts, Dykehead and Stane",Settlement
S20000937,Scone,Settlement
S20000936,Scalloway,Settlement
S20000938,Seafield,Settlement
S20000921,Ratho,Settlement
S20000920,Queenzieburn,Settlement
S20000922,Ratho Station,Settlement
S20000918,Quarrier's Village,Settlement
S20000917,Prestonpans,Settlement
S20000919,Quarter,Settlement
S20000927,Roslin,Settlement
S20000926,Rosewell,Settlement
S20000928,Rosneath,Settlement
S20000924,Rosehearty,Settlement
S20000923,Rigside,Settlement
S20000925,Rosemarkie,Settlement
S20000958,Stonehaven,Settlement
S20000957,Stirling,Settlement
S20000960,Stoneyburn,Settlement
S20000959,Stonehouse,Settlement
S20000955,Steornabhagh (Stornoway),Settlement
S20000954,Stanley,Settlement
S20000956,Stewarton,Settlement
S20000965,Strathkinness,Settlement
S20000964,Strathblane,Settlement
S20000966,Strathmiglo,Settlement
S20000962,Stranraer,Settlement
S20000961,Stow,Settlement
S20000963,Strathaven,Settlement
S20000946,Springside,Settlement
S20000945,Springfield,Settlement
S20000947,St Andrews,Settlement
S20000943,South Queensferry,Settlement
S20000942,Slamannan,Settlement
S20000944,Spean Bridge,Settlement
S20000952,St Madoes and Glencarse,Settlement
S20000951,St Fergus,Settlement
S20000953,St Monans,Settlement
S20000949,St Combs,Settlement
S20000948,St Boswells,Settlement
S20000950,St Cyrus,Settlement
S20000680,Eastriggs,Settlement
S20000679,East Wemyss,Settlement
S20000682,Edinburgh,Settlement
S20000681,Ecclefechan,Settlement
S20000677,East Kilbride,Settlement
S20000676,East Calder,Settlement
S20000678,East Linton,Settlement
S20000687,Elphinstone,Settlement
S20000686,Ellon,Settlement
S20000688,Errol,Settlement
S20000684,Elgin,Settlement
S20000683,Edzell,Settlement
S20000685,Elie and Earlsferry,Settlement
S20000667,Dunfermline,Settlement
S20000666,Dundonald,Settlement
S20000669,Dunlop,Settlement
